商品名称,商品价格,店铺名称,商品评论量,发货地,商品链接,店铺链接,图片链接
 手工刺绣 湘绣 双面绣中国特色礼品湘绣手工苏州刺绣花成品蚕丝双面台屏出国特色结婚定制 玉兰花鸟,￥293.88,蓬诚旗舰店,0,四川,https://item.jd.com/10055287304759.html,https://mall.jd.com/index-11631664.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/127256/30/32399/130603/6381a1e0E197e67bd/cfbf6a36887bc4c8.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 粉牡丹 双面绣,￥518.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324467.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/79434/18/21839/77835/63296e1eE7e10f9d2/62c53267472cb6a2.jpg
琉唐艺汇 台屏 双面绣屏风摆件 手工刺绣工艺品 商务出国礼品 送老外中国风特色礼物 年年有余,￥1180.00,琉唐艺汇旗舰店,2,四川,https://item.jd.com/37688016610.html,https://mall.jd.com/index-876902.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/31310/15/10704/182787/5cb19373E3a90727f/6957c798ddcb9007.jpg
久拙汇 蜀锦挂画熊猫竖款卷轴挂画中华国宝四川特色工艺品送老外出国礼物 中号,￥1688.00,久拙汇旗舰店,3,四川,https://item.jd.com/41152397613.html,https://mall.jd.com/index-918903.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/192259/15/28824/263125/632969deEb97e7f68/ddc0ee4226d4f75b.jpg
礼姿蜀锦摆件四川成都熊猫太阳神鸟纪念品中国风特色礼品送老外 圆顶人头小,￥108.00,拓客礼品专营店,0,四川,https://item.jd.com/10066654515851.html,https://mall.jd.com/index-915000.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/21964/19/20280/51983/6387641cE78e266d6/2a236c053d2b2b8e.jpg
摆件中国风特色苏绣搬家礼物乔迁屏风摆件苏绣摆件成品双面绣桌面摆台古典中式小台屏刺绣屏风 款式4,￥1323.79,美姬家居旗舰店,1,四川,https://item.jd.com/10044568274107.html,https://mall.jd.com/index-11771955.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/221929/37/10871/300590/620efdaeEf3b70767/e83e24bb4a24520f.jpg
蘇宏 苏绣湘绣桌面落地摆件红木台屏会客中国风苏州特色手工艺品 林中国宝,￥380.00,蘇宏官方旗舰店,500+,四川,https://item.jd.com/28207687955.html,https://mall.jd.com/index-745744.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/158264/4/3668/286353/60051ca2E86de7197/f490b83c2b857a4f.jpg
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 吉祥三宝-20cm鸡翅木,￥588.00,晨圈汇旗舰店,5,四川,https://item.jd.com/10065086893734.html,https://mall.jd.com/index-897704.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/196710/16/29029/117148/6368a26fEcf72bcc1/9f6765d7dd00250e.jpg
礼姿蜀锦摆件四川成都熊猫太阳神鸟纪念品中国风特色礼品送老外 平顶人头大,￥162.00,拓客礼品专营店,0,四川,https://item.jd.com/10066654515847.html,https://mall.jd.com/index-915000.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/93939/40/19759/104230/6387641aE58aae364/abec4ecf1536b5bd.jpg
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 母子熊猫-20cm紫光檀,￥688.00,晨圈汇旗舰店,5,四川,https://item.jd.com/10065086893744.html,https://mall.jd.com/index-897704.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/160427/25/32302/63194/6368a287E0e785509/3e662907caf63930.jpg
晨圈汇 蜀锦成都非遗熊猫相框大熊猫摆件屏风中国风出国外宾礼品 情侣A款,￥168.00,晨圈汇旗舰店,0,四川,https://item.jd.com/40706132817.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/109737/28/25695/96766/63296ba5Eaf9eada8/cda7d430a7e44d3e.jpg
之乡 中国风非遗手工双面刺绣摆件礼品纯手工家居装饰品中国特色礼物送老外 谈禅 鸡翅木外框,￥270.00,安靖蜀绣之乡旗舰店,72,四川,https://item.jd.com/10041332351832.html,https://mall.jd.com/index-10111120.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/189471/23/9542/304180/60d0525bE624dd88d/be37bd54ba4ede6b.jpg
京语祥 手工刺绣卷轴大熊猫挂画中国风特色工艺礼品送老外圣诞节礼物,￥1450.00,京语祥官方旗舰店,0,四川,https://item.jd.com/44276778495.html,https://mall.jd.com/index-810021.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/138822/40/28448/225401/62edccb5E2c43fc11/ac8c685cb85f936a.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 牡丹国色 双面绣,￥518.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324466.html,https://mall.jd.com/index-897704.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/39357/34/19055/75311/63296e1dEbc5ebb13/a947df02a05a8ff1.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 红色 款11-红梅报春 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721452.html,https://mall.jd.com/index-11625909.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/208157/20/10391/166266/619da849E90ad7443/4f064cb36cca41c3.jpg
老秀馆 大熊猫手工刺绣双面绣屏风摆件工艺品中国风特色礼品出国外事礼物送老师送老外送朋友圣诞节礼物 【鸡翅木】节节高,￥328.00,老秀馆官方旗舰店,9,四川,https://item.jd.com/10043648259671.html,https://mall.jd.com/index-10051377.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/21295/14/18277/156329/62df597eE0197b93a/183acdd250c44deb.jpg
摆件双面刺绣工艺品小屏风摆件 中国特色礼品送老外出国商务企业定制 鸳鸯戏水,￥288.00,少府礼品专营店,0,四川,https://item.jd.com/66061744991.html,https://mall.jd.com/index-10073052.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/96952/10/14026/130076/5e5f4ed2E2b14d0eb/569428a6814ec9ce.jpg
蘇宏 苏绣湘绣桌面落地摆件红木台屏会客中国风苏州特色手工艺品 枫叶熊猫,￥380.00,蘇宏官方旗舰店,500+,四川,https://item.jd.com/27484213707.html,https://mall.jd.com/index-745744.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/169296/30/3163/301392/60051ccaE76ad9b55/768fb97199c90104.jpg
蜀 蜀摆件四川成都阳神鸟纪念品中国特色礼品送老外 熊猫和谐大,￥174.44,蓬诚旗舰店,0,四川,https://item.jd.com/10063219895025.html,https://mall.jd.com/index-11631664.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/155618/12/33076/87929/6381b0afEff557d45/dc9622e4d6cc9e1a.jpg
摆件 中国风特色 苏绣 搬家礼物 乔迁 屏风摆件中式摆件苏州刺绣古典桌面屏风手工双面绣小台屏精美 款式1,￥387.60,云恒居家专营店,0,四川,https://item.jd.com/10042372048084.html,https://mall.jd.com/index-11693283.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/93295/9/36008/122288/638e35b7E76305962/6a2265c2201155fd.jpg
晨圈汇 蜀锦成都非遗熊猫相框大熊猫摆件屏风中国风出国外宾礼品 熊猫嬉戏,￥168.00,晨圈汇旗舰店,0,四川,https://item.jd.com/40706132806.html,https://mall.jd.com/index-897704.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/160704/29/30722/90846/63296ba3Eb8ea2415/d4432cc3f13cd7e4.jpg
礼姿蜀锦摆件四川成都熊猫太阳神鸟纪念品中国风特色礼品送老外 攀爬熊猫大,￥162.00,拓客礼品专营店,0,四川,https://item.jd.com/10066654515848.html,https://mall.jd.com/index-915000.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/18211/3/18932/86424/6387641bEb3986679/313149fb42e5056d.jpg
礼姿蜀锦摆件四川成都熊猫太阳神鸟纪念品中国风特色礼品送老外 梦幻蓝色圆头大,￥162.00,拓客礼品专营店,0,四川,https://item.jd.com/10066654515853.html,https://mall.jd.com/index-915000.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/87369/10/31354/50544/63876420Ec22ac600/cca8b9ea1ab47b71.jpg
安靖之乡 新中式客厅装饰画沙发背景墙走廊书房墙壁挂画纯手工刺绣收藏品 发顺丰 银杏·双猫,￥20592.00,安靖蜀绣之乡旗舰店,0,四川,https://item.jd.com/10020936187223.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/144087/21/6759/231827/5f472e27E0a9d340b/1941d54a1ed7b542.jpg
京溯源财神爷十字绣刺绣2020客厅全绣进宝线绣印花简单绣 棉线 【满绣】棉线【整幅全绣】【80x120厘米】补线一,￥188.00,淘云家居日用专营店,21,四川,https://item.jd.com/45793800156.html,https://mall.jd.com/index-898914.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/83993/32/83/382874/5ce00278E0716e240/5beea52f7dd91a6f.jpg
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 竹子熊猫-20cm紫光檀,￥688.00,晨圈汇旗舰店,5,四川,https://item.jd.com/10065086893747.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/197771/31/29511/70867/6368a294E977b6aae/d135973c2d6877c0.jpg
安靖之乡 中式纯手工刺绣客厅装饰画非遗荷花系列玄关墙壁挂画 高档酒店民宿装饰品 繁花,￥269100.00,安靖蜀绣之乡旗舰店,0,四川,https://item.jd.com/10020934283737.html,https://mall.jd.com/index-10111120.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/133936/32/8320/634989/5f472f80Ed7059391/363462fe9b100a6f.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件苏绣双面绣苏州手工刺绣屏风成品摆件新中式台屏工艺品 花开富贵K-鸡翅木,￥277.20,文平家居日用专营店,1,四川,https://item.jd.com/10041046780205.html,https://mall.jd.com/index-11625909.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/217517/39/5362/209669/619da89fE40b7f428/0b71920d245c9990.jpg
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 枫叶熊猫20cm紫檀,￥688.00,晨圈汇旗舰店,5,四川,https://item.jd.com/10065086893757.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/114417/8/31221/52660/6368a2aeEdb7ac451/203ae4bb3628cbd8.jpg
安靖之乡 双面绣熊猫系列礼品摆件台屏 纯手工刺绣非遗工艺品 成都特色中国风礼物送长辈 嬉戏熊猫B款 8寸,￥435.00,安靖蜀绣之乡旗舰店,4,四川,https://item.jd.com/69780205263.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/126314/26/2992/210832/5ecb7199E4af521d8/3e2982f901645b9d.jpg
蜀手工礼品手工刺绣成品围巾中国特色礼物送老外的成都纪念品钜惠 奶白绣球花-双头绣花,￥286.16,事能家居专营店,0,四川,https://item.jd.com/10065147121822.html,https://mall.jd.com/index-12360081.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/170682/39/31760/100600/636df3ccEa4b49c89/182e0c5a3de670c3.jpg
老秀馆 熊猫团扇中国风特色工艺品女生礼物送老外出国商务礼品古风扇子女团扇绣花双面绣刺绣汉服配饰 母爱（带底座）,￥258.00,老秀馆官方旗舰店,100+,四川,https://item.jd.com/51591744794.html,https://mall.jd.com/index-10051377.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/84029/40/18810/76211/629830e1E94dc4b78/08c35112e468e740.jpg
《双面绣摆件台屏风》同学会纪念礼品个性定制中国民俗特色出国礼物 送老外送客户 红梅熊猫内圆20cm,￥980.00,爱韵馨华礼品旗舰店,3,四川,https://item.jd.com/22372909789.html,https://mall.jd.com/index-738473.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/220800/22/11026/229889/61e24082E6655b8be/6825e6d6dff49fcb.jpg
陌上桑 手工刺绣双面绣装饰摆件中国风四川特色礼品送老外出国商务工艺纪念品乔迁礼物圣诞节礼物 檀木底座-福气满满（成都发货）,￥338.00,齐力礼品专营店,1000+,四川,https://item.jd.com/10065940129997.html,https://mall.jd.com/index-197207.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/32806/32/19297/92264/6377025bE288e8286/713b326e34d8019c.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件苏绣双面绣苏州手工刺绣屏风成品摆件新中式台屏工艺品 熊猫J-鸡翅木,￥277.20,文平家居日用专营店,1,四川,https://item.jd.com/10041046780185.html,https://mall.jd.com/index-11625909.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/170600/14/25609/170200/619da87bEc56efb35/06199191ecb81ae0.jpg
之乡 中国风非遗手工双面刺绣摆件礼品纯手工家居装饰品中国特色礼物送老外 禅琴 鸡翅木外框,￥270.00,安靖蜀绣之乡旗舰店,72,四川,https://item.jd.com/10041332351838.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/180409/11/10401/227683/60d0525bEe878b69e/c84e70da8a046608.jpg
京语祥 卷轴单面绣十二只熊猫卷轴画刺绣出国送外宾特色礼物过年送礼 中号,￥8888.00,京语祥官方旗舰店,2,四川,https://item.jd.com/44276798201.html,https://mall.jd.com/index-810021.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/202225/11/26166/170927/62edccb3E1e87954d/e1eeb59bbb4b917f.jpg
琉唐艺汇 蜀锦围巾 围巾外事礼品中国风特色四川成都蜀锦披肩刺绣 送老外纪念礼品 清水芙蓉,￥670.00,琉唐艺汇旗舰店,25,四川,https://item.jd.com/44274895763.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/22536/9/13971/290911/5ca334caE19d14d54/25045ab2810af491.jpg
礼姿蜀锦摆件四川成都熊猫太阳神鸟纪念品中国风特色礼品送老外 熊猫和谐大,￥162.00,拓客礼品专营店,0,四川,https://item.jd.com/10066654515843.html,https://mall.jd.com/index-915000.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/164559/32/28707/51125/6387641aE925714ce/7107591165d98d1d.jpg
大师:郝淑萍,￥133.06,诗涵图书专营店,0,四川,https://item.jd.com/10066126962643.html,https://mall.jd.com/index-11633432.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/137078/10/22987/14420/637afb04E86f0178e/fa9a9ce9b6a6a436.jpg
安靖之乡 非遗国潮刺绣夹克男女情侣装 手工刺绣潮牌印花棒球服时尚外套 娘（印绣结合款）,￥366.00,安靖蜀绣之乡旗舰店,100+,四川,https://item.jd.com/10020385253565.html,https://mall.jd.com/index-10111120.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/101993/8/27/229713/5da5b291Eb56e8575/de9a63132b2d7d9e.jpg
陌上桑 摆件熊猫手工刺绣双面绣屏风台屏办公桌书桌摆件文创四川特色工艺礼品中国特色礼物送老外 梅竹双雄,￥518.00,齐力礼品专营店,17,四川,https://item.jd.com/29235441121.html,https://mall.jd.com/index-197207.html?from=pc,https://img11.360buyimg.com/n7/jfs/t20206/196/1138754236/358534/ee8e3311/5b20b7ecN8d3258ce.jpg
轩舞艺 刺绣双面绣摆件熊猫成都特色手工艺双面绣鸡翅木国宝会议商务外事礼品摆件苏绣摆件 梅花双熊猫,￥888.00,轩舞艺旗舰店,5,四川,https://item.jd.com/46587840738.html,https://mall.jd.com/index-927862.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/211896/5/21367/117681/63296c44E74d51fb9/8be136dc8de85bfe.jpg
晨圈汇 苏州刺绣熊猫牡丹摆件苏州特产手工刺绣苏绣成品双面绣摆件台屏工艺品湘绣广绣粤绣 半龙头屏风摆件款式1 双面绣,￥458.00,晨圈汇旗舰店,2,四川,https://item.jd.com/10048454760867.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/121016/9/28736/115277/63296a36E6c0f7f20/54a709bb3ad866f9.jpg
礼姿蜀锦摆件四川成都熊猫太阳神鸟纪念品中国风特色礼品送老外 和谐熊猫小,￥108.00,拓客礼品专营店,0,四川,https://item.jd.com/10066654515850.html,https://mall.jd.com/index-915000.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/89602/30/26898/93960/63876418Eb7e401f4/00fb4feb74481e35.jpg
花语隆 成都特色檀木熊猫办公室摆件屏风手工刺绣双面绣便携会议礼品 国宝友谊,￥1380.00,花语隆旗舰店,2,四川,https://item.jd.com/10053044266118.html,https://mall.jd.com/index-145879.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/190512/12/25260/212619/628ee781E00f8a2bd/294858dde9293202.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 杏色 款18-江南水乡 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721457.html,https://mall.jd.com/index-11625909.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/218704/38/5545/143369/619da84eE00d763c9/8441bb92ce57751e.jpg
摆件双面刺绣工艺品小屏风摆件 中国特色礼品送老外出国商务企业定制 国宝熊猫(梅),￥288.00,少府礼品专营店,0,四川,https://item.jd.com/66061744978.html,https://mall.jd.com/index-10073052.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/100492/21/13826/109185/5e5f4ecfEbb066a22/bd67faac9f4ac4e7.jpg
轩舞艺 单面刺绣梅花双熊猫卷轴丝绸挂画出国礼物特色工艺品 迎春梅,￥768.00,轩舞艺旗舰店,1,四川,https://item.jd.com/10065529869448.html,https://mall.jd.com/index-927862.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/72590/31/23594/172245/636f51bbE6b14e3b3/7a6594ac1bc17210.jpg
依山锦绣 双面绣屏风四川特色摆件中国风手工刺绣双面绣中国特色礼品送老外 年年有余,￥888.00,依山锦绣旗舰店,10,四川,https://item.jd.com/45860312981.html,https://mall.jd.com/index-754134.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/175001/32/14108/167687/60c17f2aEad1c8db6/b8731d6d5c509ddc.jpg
刺绣技法从入门到精通 刺绣基础入门书籍 苏绣粤绣湘绣刺绣工具材料工序针乱针手工刺绣作品绣制技,￥34.00,墨马图书旗舰店,2,四川,https://item.jd.com/10028280377295.html,https://mall.jd.com/index-53474.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/140688/17/20986/81237/6199bf69E25ebe849/c583db7d6e85bf5a.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品苏绣diy初学双面刺绣印图团扇子手工自绣绣线初学套件材 注意事项查看 无礼盒,￥115.43,晟睿家居日用专营店,1,四川,https://item.jd.com/10060212366581.html,https://mall.jd.com/index-11324578.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/56568/29/21571/154202/631ab61eEdd0809fc/b28d4478f76a7784.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 紫牡丹蝴蝶 双面绣,￥528.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324449.html,https://mall.jd.com/index-897704.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/189620/1/28501/76309/63296e20E3d23cfdf/52c93249ba9ed061.jpg
摆件双面刺绣工艺品小屏风摆件 中国特色礼品送老外出国商务企业定制 富贵锦鲤,￥288.00,少府礼品专营店,0,四川,https://item.jd.com/66061744977.html,https://mall.jd.com/index-10073052.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/97186/17/13831/117171/5e5f4eceE346c7b80/d54acf0629d823e7.jpg
琉唐艺汇 围巾四川刺绣围巾喜上眉梢梅花丝巾披肩中国风出国送老外送妈妈客户生日礼物 静谧蓝,￥1126.00,琉唐艺汇旗舰店,0,四川,https://item.jd.com/44069027202.html,https://mall.jd.com/index-876902.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/20431/26/12676/64735/5c99930cE7fd59fe2/8f59e72f72e56158.jpg
晨圈汇 苏绣摆件鸡翅木双面绣摆件梅花荷花仙鹤喜上眉梢台屏苏绣成品刺绣送外国友人工艺品礼品湘绣粤绣 波斯猫 双面绣,￥488.00,晨圈汇旗舰店,2,四川,https://item.jd.com/37745473670.html,https://mall.jd.com/index-897704.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/114194/5/30143/61840/63296a1cE9b04bc2f/736950ecde337d17.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 灰色 款6-吉祥如意 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721448.html,https://mall.jd.com/index-11625909.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/197150/12/18258/133582/619da846E488856b7/fbebe2820462986d.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 玫红色 款9-平平安安 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721450.html,https://mall.jd.com/index-11625909.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/145239/28/24425/138621/619da848E35ba07a0/e6c0cc40feddf3c3.jpg
双面手工刺绣熊猫屏风摆件工艺品中国特色礼品送老外纪念品 国色天香,￥580.00,静阁隆工艺品专营店,3,四川,https://item.jd.com/39993351375.html,https://mall.jd.com/index-718848.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/112927/15/17322/216488/5f5728c5E9f2ee786/b3a0c4cb5ebf5394.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件苏绣双面绣苏州手工刺绣屏风成品摆件新中式台屏工艺品 喜上眉梢D-鸡翅木,￥277.20,文平家居日用专营店,1,四川,https://item.jd.com/10041046780193.html,https://mall.jd.com/index-11625909.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/211765/4/5501/162349/619da88eE3bbd02b0/19467dd93e001e81.jpg
琉唐艺汇  双面绣紫光檀木架摆件四川特色礼物送老外传统刺绣纪念品熊猫工艺双面绣屏风摆件 红叶熊猫款,￥1380.00,琉唐艺汇旗舰店,36,四川,https://item.jd.com/38022567875.html,https://mall.jd.com/index-876902.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/18240/27/15370/193750/5cb1938bE2f8a5c35/84a91e49545536c3.jpg
陌上桑 熊猫团扇古风扇子女双面绣中国风特色工艺品送女生礼物送老外圣诞节礼物出国商务礼品四川特色 茶杯-带扇座,￥258.00,齐力礼品专营店,200+,四川,https://item.jd.com/10031827688507.html,https://mall.jd.com/index-197207.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/63192/18/19267/75107/62c67971Ed171be14/5ae91550ba47a3ac.jpg
东方美绣新款小件印花刺绣diy花卉图案绣品苏绣粤绣新手入门自己手工刺绣DIY艺术材料包 萨曼莎【材料包+辅助绣绷】,￥19.90,东方美绣旗舰店,200+,四川,https://item.jd.com/40295400281.html,https://mall.jd.com/index-36342.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/137253/38/13350/185938/5f959d1dE2e7cb943/e93ed7a1de0d8584.jpg
久拙汇 故宫熊猫牡丹清明上河图双面刺绣屏风摆件苏绣湘绣广绣粤绣摆件中国风特色礼品送老外苏州特产 红梅争春,￥668.00,久拙汇旗舰店,20,四川,https://item.jd.com/40908145224.html,https://mall.jd.com/index-918903.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/109930/7/31868/134716/632969cfE7907ebbd/460d30e73d59d91e.jpg
琉唐艺汇 蜀锦围巾 围巾外事礼品中国风特色四川成都蜀锦披肩刺绣 送老外纪念礼品 奶黄幸福花,￥670.00,琉唐艺汇旗舰店,25,四川,https://item.jd.com/44274895762.html,https://mall.jd.com/index-876902.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/11585/16/14765/293574/5ca334c5E8ede8a14/82bd61c866bbeb97.jpg
安靖之乡 草本驱蚊中药香包香囊汉服配饰 随身小香包 车用挂件衣柜熏香 紫色杜鹃花,￥51.00,安靖蜀绣之乡旗舰店,82,四川,https://item.jd.com/69237263529.html,https://mall.jd.com/index-10111120.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/66293/34/11556/268375/5d8dd97aE4fc90ec6/77ed7becfd49c101.png
琉唐艺汇 画卷轴画 中国风四川成都特色纪念品 小礼物送老外国人卷轴画折扇 书画双绝 盘金 艺术品装饰,￥1280.00,琉唐艺汇旗舰店,1,四川,https://item.jd.com/42311454619.html,https://mall.jd.com/index-876902.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/22266/35/8592/124555/5c766ea9E47beee0e/07d4fea76e326525.jpg
轩舞艺 檀木鸡1翅木双面绣摆件中国特色礼物送老外四川成都特色旅游纪念品 节节高（檀木）,￥728.00,轩舞艺旗舰店,0,四川,https://item.jd.com/10065508601438.html,https://mall.jd.com/index-927862.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/88011/38/23984/101832/636dc5f0E06b5c525/c2bba43a9a2cea29.jpg
中国特色礼品 熊猫屏风 出国礼品送老外送客户礼品 年年有余,￥3980.00,静阁隆工艺品专营店,1,四川,https://item.jd.com/10021509397103.html,https://mall.jd.com/index-718848.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/137581/28/8166/498532/5f5b023bEad9f68ce/a7b8a025bb69eca1.jpg
晨圈汇 摆件牡丹花双面手工刺绣四川成都礼物出国送老外接待会议礼品苏绣广绣湘绣摆件 檀木-山水B-内圆20cm,￥1028.00,晨圈汇旗舰店,7,四川,https://item.jd.com/40723981333.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/15227/35/18252/122044/63296bc8Eb635a401/f95c1b4307178322.jpg
依山锦绣 双面绣屏风四川特色摆件中国风手工刺绣双面绣中国特色礼品送老外 牡丹孔雀,￥888.00,依山锦绣旗舰店,10,四川,https://item.jd.com/45860312980.html,https://mall.jd.com/index-754134.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/192951/38/7436/180491/60c17f15Ed3a085fe/023e46c8a25998f6.jpg
逸福瑞 新中式苏州刺绣绘加绣纯手工苏绣湘绣玄关竖版挂画贺寿礼品鹤元素金属外框成品装饰画飞黄腾达 飞黄腾达 80*160金属外框,￥4800.00,逸福瑞官方旗舰店,0,四川,https://item.jd.com/10063912637959.html,https://mall.jd.com/index-10455659.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/24247/17/19734/66583/63427ef8E19e34b42/a31f9cfffccec5a8.jpg
蜀锦装饰壁画赤壁赋山水图居家客厅挂件出国送老外礼物 赤壁山水 小号(赤壁山水),￥2428.00,久拙汇旗舰店,0,四川,https://item.jd.com/41168774207.html,https://mall.jd.com/index-918903.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/39978/29/18872/203219/632969dfEe3f1c38e/3b5b22cab34c3add.jpg
晨圈汇  蜀锦挂画步步高升卷轴熊猫款画客厅书房挂画送老外礼物特色工艺品 小号,￥888.00,晨圈汇旗舰店,0,四川,https://item.jd.com/41439083898.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/213447/18/21514/162711/63296d0fEf1bba8f8/f067747c8f55d45c.jpg
