标题,价格,店铺,销量,地点,商品详情页,店铺链接,图片链接
四川特色工艺品礼物送老外蜀绣双面绣熊猫纪,368,guowenchang1,4人付款,四川 成都,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=1148618103&k=737&e=PGKzAqmqz%2B5pWrpDi7PL%2FNrFi0NStkrVL7a9Ok4OHPiQns8ZB1fqPl%2FY0un4vneI9MpUC6NKBIZF20uD9fkwFpmEWEkQCPuTBMX%2Fhfp7a4DFsPvjZBlYKE%2BDJSWYmI7K0zPYMcE3fYEBE1y3fa92gZNzfcP%2BlUWJUXv%2FOGHakQSotbyfLfhfuYayKCsvRPDWtt0P8Ihv2b4oZMcoGNKPI6zlDCAZiCY%2Fi9qAjGNfcrs4EtCTA%2FBHcTlT3Ta%2F3rVyE6tw3gsf1AMfJzNLm1To6LRyT2HLmSgQJI15lf9DsWhDct2Ke%2BHaZeTjIT00hdu2iMQF370GDR%2FouJ4c2UBv%2FN9WrvbymYv2XXgM8QYSTPXeVQEFp5aJinpABxXyPHuiN0EmjRWE5%2FQQ3fWjuE3ZR7A3p1SX%2Fyymxbu71LFYKrVIPn%2FRM1ixn6D82o9A4%2Bpm5OMhPTSF27YyvHd2nn0KDCWL2QWzQkjL5yRk4TmBgrQqQVUnWok8uFQn0eREjrpQRNrw%2FvfhkoEm0wM4378Y605dWbIYUvVEr5PNbdHZUU7H%2Fgn4ElYvruM0Yyo5eR8jWggWJ9oHIw9t2%2FkJRQz5eeDIGlMj5OU7yab6H9H0BQE9%2BfxBFqip%2B67ij80XylLIyGVNure4PZ%2FcNu7cWL5c9FUj0L1v6xAjm0BaBggRS5XrVMcSzxQDoT4M%2BWy%2FQo9yxPfxjlhdupSuNoNNb6uWRpKduU%2Feqi%2FI#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=1148618103&k=705&e=maxyhFUpTu1pWrpDi7PL%2FNrFi0NStkrVL7a9Ok4OHPiQns8ZB1fqPl%2FY0un4vneI9MpUC6NKBIbaguJkVA0ZNZmEWEkQCPuTBMX%2Fhfp7a4DFsPvjZBlYKE%2BDJSWYmI7K0zPYMcE3fYEBE1y3fa92gZNzfcP%2BlUWJUXv%2FOGHakQSotbyfLfhfuYayKCsvRPDWtt0P8Ihv2b4oZMcoGNKPI6zlDCAZiCY%2Fi9qAjGNfcrs4EtCTA%2FBHcTlT3Ta%2F3rVyE6tw3gsf1AMfJzNLm1To6LRyT2HLmSgQJI15lf9DsWhDct2Ke%2BHaZeTjIT00hdu2iMQF370GDR%2FouJ4c2UBv%2FN9WrvbymYv2XXgM8QYSTPXeVQEFp5aJinpABxXyPHui94q6RZ85gGlXiAS5UyZXPU9hfMmuRk4Kg5tlC2%2FQkfBSldWan0Ozu7zR%2Fv9cXEMkUm6cEIBcpnsrS%2F3%2B1%2BB7N7oLnbLECHxBfsV2bPwrONBC29ku7qKDQ3aedhAWF9S8D0Y40TQ6fr5%2Bv16R6jF%2FlhcCy2qYvEEAXPkV9je13qfCvcqYN3jKMdBiqqdNGJZQHKdVEdTob0CHXGSBCiCcr9S9brZ1Ca6h5XerMg2NRQkdoAL0AioU4rsf08lIgAVyGq5IN07w%2FKR8BCJFAQnpV7K56Rba16fRR%2FPxhpsr6Dpur9lMSNczKP4KSNlntIYj,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/15508594/O1CN01bNIglr2DM6XEH3vAP_!!0-saturn_solar.jpg
道教用品刺绣八卦仙鹤四神兽经书袋盖经布包,19.9,品愿行工厂,23人付款,福建 宁德,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=1148618103&k=749&e=3smuFPngq%2BBpWrpDi7PL%2FNrFi0NStkrVL7a9Ok4OHPiQns8ZB1fqPl%2FY0un4vneIgrEZlBSigNMwhP0uqGamnc4zFXRq%2BZZ4BMX%2Fhfp7a4DFsPvjZBlYKE%2BDJSWYmI7K0zPYMcE3fYEBE1y3fa92gZNzfcP%2BlUWJUXv%2FOGHakQSotbyfLfhfuYayKCsvRPDWtt0P8Ihv2b4oZMcoGNKPI6zlDCAZiCY%2Fi9qAjGNfcrs4EtCTA%2FBHcTlT3Ta%2F3rVyE6tw3gsf1AMfJzNLm1To6LRyT2HLmSgQJI15lf9DsWhDct2Ke%2BHaZXV97LRk%2FeYQ7kuuc53gzQPhw%2Bid0FueKFxWC77CqcS6pnUg%2BK2LadUftHqgwDsJSoc8SHyiTrzW8GnBPr0M7gIGaSSn%2BRWPt%2FWphjT9L7XVvyx4N%2BYVF2USFC4Zp%2F6yrhCtz%2F5WGto9TLcRmvZZO5f9pADuBXhC6bzR%2Fv9cXEMkYSysP%2FXQvQiBZw37HAI%2Fml3vHDHWkJgxw5USxp31iRo3VMj1Tlh9dB99%2FJyJLlK%2BpE5JmQ5dFxxUVA3%2B0Pdbdopn88%2FU%2BC8tPRTmRgwQfzdr8Q58WKbwVmb%2FZeNs%2BUV701eZ67I4pSM2XQuZXrmCRyWaTvOC8YXq81ayclM5sPVqakrL221V4yCvqTBYbAaD5UGIynJdRGMCezQTC%2Bp4UqQk44cYoLFNFVuFlth6JRqRD%2FGodYSTRiIio7UkqQNBikJG29YjlpY%3D#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=1148618103&k=717&e=hMMuf%2FExoGNpWrpDi7PL%2FNrFi0NStkrVL7a9Ok4OHPiQns8ZB1fqPl%2FY0un4vneIgrEZlBSigNPVzCm%2FEGmwp84zFXRq%2BZZ4BMX%2Fhfp7a4DFsPvjZBlYKE%2BDJSWYmI7K0zPYMcE3fYEBE1y3fa92gZNzfcP%2BlUWJUXv%2FOGHakQSotbyfLfhfuYayKCsvRPDWtt0P8Ihv2b4oZMcoGNKPI6zlDCAZiCY%2Fi9qAjGNfcrs4EtCTA%2FBHcTlT3Ta%2F3rVyE6tw3gsf1AMfJzNLm1To6LRyT2HLmSgQJI15lf9DsWhDct2Ke%2BHaZXV97LRk%2FeYQ7kuuc53gzQPhw%2Bid0FueKFxWC77CqcS6pnUg%2BK2LadUftHqgwDsJSoc8SHyiTrzW1Fmwron%2BLhxVYyC8Ef9lf%2F7pUI%2BRhdylhiH%2BLNEpi93EwBzQVnbC3FI7oDLY0uvG%2F0O3bzzS9%2FWIkxF%2B6KaBKkp0H9E9ODXsF0mmhAIwE9U%2FGTM9rDH58O3CSnklDvw4vFbTJeZ40ff8zUzpdcVFIi1zmvCOWKKOjyI1YOHdrUI2jmAAj3AIDG7ix%2Bpi0jO4xEREgRPT6QXGd2PvUhOyYgxYaIllMRt9I0HSQ3C8nw79nQb0hNk5Aytb35crFEMkc3s8jxwG36psWapd0P6E4%2BtUxxLPFAOhPgz5bL9Cj3L%2F339qJgU%2Bpq42g01vq5ZGkp25T96qL8g%3D,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i3/1763170197/O1CN01z8HzHG1DKGiGz8kJL_!!0-saturn_solar.jpg
道家刺绣龙门堂彩精品提花布绣花神帐龙帐神像八卦门帘挂幡幔帐,60,幸福妮儿88,0人付款,广东 广州,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=1148618103&k=769&e=kb4lKQ2tXLBpWrpDi7PL%2FNrFi0NStkrVL7a9Ok4OHPiQns8ZB1fqPl%2FY0un4vneIgrEZlBSigNOX4cXj4QC%2FFPLWICcnXsqOq9r49wWXw8LFsPvjZBlYKE%2BDJSWYmI7K0zPYMcE3fYEBE1y3fa92gZNzfcP%2BlUWJUXv%2FOGHakQSotbyfLfhfuYayKCsvRPDWtt0P8Ihv2b4oZMcoGNKPI6zlDCAZiCY%2Fi9qAjGNfcrs4EtCTA%2FBHcc%2BE486bxAfPhmCl6nLBPJnuzrEXts6JqRfTh0BS8BXZGIA1qkKjmG%2FYNRhW3YePuppTxJexA5zo%2BNc50g8rVH8N%2FaXnzuzBBhOfYHFu0FLVzM7ezl3rkfGhLzrgmfjzXfhZRDDT0A7G0xdBMkoi%2F01hOP7voil%2FD0M%2B4ein718vc43TQxCZKPcrIInhIakOLcTAHNBWdsLcYuG4rM2JjjWBc7FGMhxaE1FgUPrcVGHWVYWmYSYfzS7hrqPytkU7nAmk73XcgpmMsGZV4KcAqlUwOmwnJH5CFtXeUc9Ypuru54AfIw%2BTqeumLGIveTZLivteqvarkOy2Jj8IXa9jtqXmfs7X5xcxQxFwAugkzXNTvs7CxCki%2B3m%2FyRti%2FJ7kArEVFM9Xo5sIGr9VjrxogsaAIIfSu%2BHeigqlcEg4GrF%2FO5TuqWSKahVL0aTDjLg%2FeExsurxOhQMG8%2BhJqIf7vnpyymjv8HLDLX3T%2FJlM8dCU4Q5jxGLXaOF0V3YxOvBuTNFq3KhDEtbn#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=1148618103&k=737&e=QTyi%2BZpnHolpWrpDi7PL%2FNrFi0NStkrVL7a9Ok4OHPiQns8ZB1fqPl%2FY0un4vneIgrEZlBSigNOpinJAjuaiQPLWICcnXsqOq9r49wWXw8LFsPvjZBlYKE%2BDJSWYmI7K0zPYMcE3fYEBE1y3fa92gZNzfcP%2BlUWJUXv%2FOGHakQSotbyfLfhfuYayKCsvRPDWtt0P8Ihv2b4oZMcoGNKPI6zlDCAZiCY%2Fi9qAjGNfcrs4EtCTA%2FBHcc%2BE486bxAfPhmCl6nLBPJnuzrEXts6JqRfTh0BS8BXZGIA1qkKjmG%2FYNRhW3YePuppTxJexA5zo%2BNc50g8rVH8N%2FaXnzuzBBhOfYHFu0FLVzM7ezl3rkfGhLzrgmfjzXfhZRDDT0A7G0xdBMkoi%2F01hOP7voil%2FD0M%2B4ein718v90bDKsLDBcgCaoSpxQvcZkSkDnm9rYILNGw67dwYp9K5AEz8WGNxumzxvldn9XzTGMo2cZI1BvEgh0Mb%2FBU52deANpmLUBLQRNrw%2FvfhkoEm0wM4378Y605dWbIYUvVEr5PNbdHZUU7H%2Fgn4ElYvruM0Yyo5eR8jWggWJ9oHIw9t2%2FkJRQz5eeDIGlMj5OU7yab6H9H0BQE9%2BfxBFqip%2B67ij80XylLIyGVNure4PZ%2FcNu7cWL5c9NUpzK7%2ByHZos62CHj3xhzlnRibHYeq5Vavv8gcrUYil66owLVEu07%2F%2B30eXmI03gsjGxDCnB6r5,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i3/103263744/O1CN01dbwime1dWnfACo36p_!!0-saturn_solar.jpg
荣华绣阁湘绣线低捻桑蚕丝苏绣蜀绣粤绣绒花材料 第  17套荷叶绿,15.9,荣华绣阁,8人付款,湖南 衡阳,//item.taobao.com/item.htm?id=41733077059&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=743457201,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/743457201/O1CN01rRJxbM2346rWeOpwX_!!0-item_pic.jpg
湘绣专用线绒花缠花苏粤蜀绣手工线桑蚕丝8501---8510第85套蓝色,15.9,荣华绣阁,19人付款,湖南 衡阳,//item.taobao.com/item.htm?id=605282243386&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=743457201,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/743457201/O1CN01jCgAqZ2346rUJvtg0_!!0-item_pic.jpg
100/%纯桑蚕丝绣花线苏绣/蜀绣/日韩绣/手工缠花双股线小支套装,5.5,小小蜜蜂1983,11人付款,北京,//item.taobao.com/item.htm?id=682288085386&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=642109614,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/642109614/O1CN01qYnOlp2KtGYU4VfrC_!!642109614.jpg
中国风礼品蜀绣手工刺绣官服补子绣片中国特色礼物送老外的纪念品,9.9,北京张家大院,6人付款,北京,//item.taobao.com/item.htm?id=653024735568&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2595507648,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2595507648/O1CN016sgdL026MpoCBufVj_!!2595507648.jpg
100/%纯桑蚕丝绣花线苏绣/蜀绣/日韩绣/手工缠花双股线小支选色1,1.3,小小蜜蜂1983,5人付款,北京,//item.taobao.com/item.htm?id=685137289599&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=642109614,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/642109614/O1CN01FdGijQ2KtGYOVt18e_!!642109614.jpg
李娥英苏绣技法 苏绣湘绣蜀绣广绣学习教材苏绣diy电子版强烈推荐,10,youi023,3人付款,重庆,//item.taobao.com/item.htm?id=620155464856&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=84223206,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/84223206/O1CN01JOceNT1ZYOORksrmN_!!84223206.png
印度PONY马牌 苏绣湘绣蜀绣用绣花针 手工刺绣针 25枚/包 碳钢针,8,新丝艺,1人付款,江苏 苏州,//item.taobao.com/item.htm?id=579382661034&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=312834619,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/312834619/O1CN011jzXtUnYlusfrWL_!!312834619.jpg
广绣 陈少芳 巧渝蜀绣姐妹学习刺绣知识分享,6,youi023,0人付款,重庆,//item.taobao.com/item.htm?id=621093183719&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=84223206,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/84223206/O1CN01N5H1J31ZYOOQgF0Ad_!!84223206.png
《我说》DIY手工刺绣苏绣细盘金线 蜀绣银线十字绣彩金线法绣金线,6,非素刺绣,1人付款,江苏 苏州,//item.taobao.com/item.htm?id=39503454860&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2054523523,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1Em6JHXXXXXcyXVXXXXXXXXXX_!!0-item_pic.jpg
刺绣 DIY 工具 绣花针 德国PRYM象仔牌 手工针苏绣湘绣粤绣蜀绣,8.8,xxfxlj233,1人付款,江苏 苏州,//item.taobao.com/item.htm?id=560592982116&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2642622180,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2642622180/TB24h1Yj6ihSKJjy0FiXXcuiFXa_!!2642622180.jpg
苏绣实木三脚架搁手板手工刺绣配件手绷十字绣湘绣蜀绣通用挂线架,7,刘佰平759238768,2人付款,江苏 苏州,//item.taobao.com/item.htm?id=577262292079&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2634511480,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2634511480/O1CN019Za7Iv1MnskJTSTzj_!!2634511480.jpg
绣花针刺绣手缝针工具一套钢针十字绣苏绣湘绣蜀绣粤绣进口象仔牌,8.8,xxfxlj233,1人付款,江苏 苏州,//item.taobao.com/item.htm?id=609297254949&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2642622180,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/2642622180/O1CN01JThPmm1RyTzqshL4l_!!2642622180.jpg
Seagull海鸥手表刺绣偏心轴手动陀飞轮机械女表蜀绣传承系列8105L,19800,海鸥表官方旗舰店,0人付款,天津,//detail.tmall.com/item.htm?id=688230283273&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=699724610,https://picasso.alicdn.com/imgextra/O1CNA1Vb93By1jvQent4lOU_!!699724610-0-psf.jpg
斜坡电子晶圆展示架展架蜀绣方片镜子wafer陈列架晶片芯片陈列架,200,cdfeiyan,10人付款,四川 成都,//item.taobao.com/item.htm?id=618942596195&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=60541118,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/60541118/O1CN01KNat9O1K85YJVePVx_!!60541118.jpg
山迟汉服女原创锦鲤明制方领补服蜀绣新过年春节秋冬马面现货麂皮,108,imbaib,42人付款,四川 成都,//item.taobao.com/item.htm?id=658899223456&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=610884081,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/610884081/O1CN01KWKMt21g194QyzsSD_!!610884081.jpg
步步生莲古典舞演出服女童飘逸蜀绣扇子舞蹈服秧歌服山鬼表演服装,15,袖茗旗舰店,75人付款,山东 济南,//detail.tmall.com/item.htm?id=658650883856&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2211799296684,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/2211799296684/O1CN01Mao3Eq1zFK5xi5mBU_!!0-item_pic.jpg
北京舞蹈学院一砚梨花雨舞蹈表演服大型舞台装蜀绣女子独舞演出服,188,蝶恋1018,13人付款,福建 泉州,//item.taobao.com/item.htm?id=565569914662&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=1084356454,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/1084356454/TB2moOzaHZnBKNjSZFGXXbt3FXa_!!1084356454.jpg
柳絮自制《蜀绣》水溶蕾丝连衣裙女夏2022新款显瘦高级感气质长裙,175.2,sure贝贝,12人付款,浙江 金华,//item.taobao.com/item.htm?id=674541874340&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=111800377,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/111800377/O1CN01XMJvAx1Eei4TPGXMF_!!111800377.jpg
蜀江锦院善赏花吟系列蜀绣真丝蚕丝刺绣披肩外搭妈妈围巾生日礼物,2680,蜀江锦院旗舰店,4人付款,四川 成都,//detail.tmall.com/item.htm?id=687809202002&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3684665251,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/3684665251/O1CN01Vd9lCg1of0XHj1Bbh_!!0-item_pic.jpg
步步生莲儿童古典舞演出服女童飘逸蜀绣扇子舞蹈服秧歌服山鬼服装,25,浅若汐旗舰店,75人付款,浙江 杭州,//detail.tmall.com/item.htm?id=682983166945&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2212294683341,https://picasso.alicdn.com/imgextra/O1CNA13Cnf3m1aYE25rzMxG_!!2212294683341-0-psf.jpg
步步生莲古典舞演出服女童飘逸蜀绣扇子舞蹈服秧歌服山鬼表演服装,17,扇惑旗舰店,10人付款,山东 济南,//detail.tmall.com/item.htm?id=659454015053&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2210060817950,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2210060817950/O1CN01ttteef28b9WAcaYq9_!!0-item_pic.jpg
真丝花线 天然桑蚕丝手工DIY绣花线 苏绣湘绣蜀绣常规色渐变小支,43,刘佰平759238768,14人付款,江苏 苏州,//item.taobao.com/item.htm?id=583530017029&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2634511480,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2634511480/O1CN01lOm9fl1MnsjkHwJY0_!!2634511480.jpg
蜀绣手工双面刺绣龙头架熊猫摆件商务纪念品中国风特色礼品送老外,188,锦绣宫坊,9人付款,四川 成都,//item.taobao.com/item.htm?id=673101283445&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2936302724,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2936302724/O1CN01PDS4KX1VzdfbS3BQO_!!2936302724.jpg
步步生莲古典舞演出服女童飘逸蜀绣扇子舞蹈服秧歌服山鬼表演服装,74.8,libaoqing555,5人付款,山东 菏泽,//item.taobao.com/item.htm?id=589035023693&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2597337222,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/2597337222/O1CN01Jog6Ks23Dj1a6Gc0E_!!2597337222.jpg
苏绣 刺绣湘绣 蜀绣 通用刺绣底料 绣花全真丝软段 塔夫绸底料,25,tb634265722,0人付款,江苏 苏州,//item.taobao.com/item.htm?id=642735872193&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2210907473486,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2210907473486/O1CN01qHjseS1bcdMNmSFtM_!!2210907473486.jpg
冉忆蜀绣中式免洗皮革地垫可擦洗入户门垫家用进门垫防水防滑脚垫,42,冉忆旗舰店,1人付款,四川 成都,//detail.tmall.com/item.htm?id=672465475567&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2200692645547,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/2200692645547/O1CN01ootSYy1qqZj747Tm2_!!0-item_pic.jpg
蜀绣手工刺绣单面绣雪娃娃相框画中国风特色礼物送老外成都纪念品,118,老秀馆旗舰店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=658360493432&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3063757766,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/3063757766/O1CN01XnneBt27EsYlj7T8n_!!0-item_pic.jpg
老秀馆中国风特色双面刺绣居家礼物四川蜀绣工艺品摆件送老外礼品,968,老秀馆旗舰店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=544198259450&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3063757766,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3063757766/O1CN01Eov6X027EsdK7sMmW_!!0-item_pic.jpg
蜀绣手工刺绣双面绣家居胡桃木花鸟摆件成都特色工艺品中国风礼品,888,丑丑娃0422,2人付款,四川 成都,//item.taobao.com/item.htm?id=684455625511&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=277583047,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/277583047/O1CN01qzlxaI1YNZbgOCkZr_!!0-item_pic.jpg
成都特色蜀绣桑蚕丝围巾手工刺绣披肩送妈妈送老外中国风外事礼品,269,丑丑娃0422,4人付款,四川 成都,//item.taobao.com/item.htm?id=602174383786&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=277583047,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/277583047/O1CN01lM50WI1YNZbj7sjEe_!!0-item_pic.jpg
蜀绣手工绣围巾蜀锦领带礼盒装中国风特色礼品送老外新年结婚礼物,98,西祠宫坊成都专卖,15人付款,四川 成都,//detail.tmall.com/item.htm?id=610005854012&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2581201201,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2581201201/O1CN01XrA41S1Kk6Fh5faON_!!0-item_pic.jpg
中国风成都旅游纪念品蜀绣双面绣古风汉服团扇扇子女士送老外,100,西祠宫坊成都专卖,1人付款,四川 成都,//detail.tmall.com/item.htm?id=580574209077&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2581201201,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2581201201/O1CN01PeICoM1Kk6E8m8ApO_!!0-item_pic.jpg
大熊猫蜀绣步步高单面手工刺绣开业庆典屏风牌匾四川出国礼物包邮,640,luojie3898,1人付款,四川 成都,//item.taobao.com/item.htm?id=19073622201&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=78786457,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/78786457/O1CN01KXMWPb1xZM9q63k47_!!78786457.jpg
大熊猫蜀绣手工双面绣工艺品中国特色文化莲花相框摆件礼品包邮,173,luojie3898,2人付款,四川 成都,//item.taobao.com/item.htm?id=665394064135&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=78786457,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/78786457/O1CN01PrnqV41xZMAco1I9A_!!78786457.jpg
成都蜀绣手工双面刺绣屏风摆件中国风民族工艺品老外礼品家居定制,148,铄雅旗舰店,2人付款,四川 内江,//detail.tmall.com/item.htm?id=536070034731&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2931565234,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2931565234/O1CN01Oj4kVs1oXDhAHFdea_!!0-item_pic.jpg
中国风蜀绣手工刺绣摆件真丝双面绣八角居摆件礼物送老外创意礼品,238,铄雅旗舰店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=640620861640&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2931565234,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2931565234/O1CN01mTv6hp1oXDfz6Szbn_!!0-item_pic.jpg
大熊猫蜀绣双面绣摆件手工艺品panda画框中国民俗风成都礼物包邮,168,蜀特旗舰店,3人付款,四川 成都,//detail.tmall.com/item.htm?id=664821865355&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2207296297201,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2207296297201/O1CN01idX7gO2346q9VUhfY_!!0-item_pic.jpg
纯手工刺绣牡丹桑蚕丝围巾中国风老外送妈妈成都特色蜀绣丝巾礼品,358,许芳1232,2人付款,四川 成都,//item.taobao.com/item.htm?id=40001544698&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=603794228,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/603794228/O1CN01rdwqbg1h6TIv8rUMk_!!0-item_pic.jpg
寻锦记蜀绣四川成都特色国宝熊猫双面绣刺绣生日会议商务外事礼品,280,成都盛世家居专营店,1人付款,四川 成都,//detail.tmall.com/item.htm?id=10534605898&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=685496587,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/685496587/O1CN01QAJ7qZ1yWtTpQln9d_!!0-item_pic.jpg
蜀绣桑蚕丝手工刺绣梅花真丝围巾披肩成都特色礼品送老外婆婆妈妈,288,许芳1232,2人付款,四川 成都,//item.taobao.com/item.htm?id=664859989320&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=603794228,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/603794228/O1CN01y7nxs01h6TIexxBAV_!!0-item_pic.jpg
大熊猫蜀绣双面绣摆件兰花手工刺绣中国特色四川包邮民俗文化礼物,287,蜀特旗舰店,1人付款,四川 成都,//detail.tmall.com/item.htm?id=616161015084&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2207296297201,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2207296297201/O1CN01mZtN7i2346pY5DD52_!!0-item_pic.jpg
